"gene_id","logFC","AveExpr","t","P.Value","adj.P.Val"
"200742_s_at",1.03939378953588,8.69950184523572,5.6538941449379,1.31992217505824e-06,5.34616478068589e-05
"214913_at",1.43443292745227,5.23712368632091,5.65111455833165,1.3319926212845e-06,5.37461590088232e-05
"205082_s_at",1.85613207133207,6.34296379114739,5.64772423847765,1.34686411519522e-06,5.40443556435899e-05
"221781_s_at",-1.68435709492554,7.2857292828783,-5.6462985197961,1.35316725444526e-06,5.41194020238368e-05
"221782_at",-1.82204674579383,7.01493172806031,-5.63937150403538,1.38421237697181e-06,5.51660215075412e-05
"203360_s_at",-1.19875261878223,7.14238433447956,-5.63935459976787,1.38428899864055e-06,5.51660215075412e-05
"52651_at",1.23792833009907,6.05138881849244,5.63720038333862,1.39408802286142e-06,5.54573194380068e-05
"205478_at",1.48365041718425,5.1847727562973,5.63526095313409,1.40296910883379e-06,5.56652513711488e-05
"218209_s_at",-1.08572397209549,6.88961718943014,-5.63496863491737,1.40431257667485e-06,5.56652513711488e-05
"205980_s_at",-1.65858190218342,6.93273503606709,-5.63335986678968,1.41172928752866e-06,5.58598460715383e-05
"203254_s_at",1.00609976434444,7.81502136931507,5.63244728412142,1.41595378365649e-06,5.59276638980772e-05
"219619_at",-1.51470369592473,3.8458132346606,-5.62559561242335,1.44807595475849e-06,5.69943251663514e-05
"206144_at",-1.16082702781994,5.36927380564915,-5.62342800603831,1.45838848969249e-06,5.71980992691541e-05
"208651_x_at",-2.55842558434853,8.86311211727905,-5.61383177937128,1.50492874608804e-06,5.86269151361323e-05
"204424_s_at",2.05973054813626,5.11516802003848,5.6137470643358,1.50534611742459e-06,5.86269151361323e-05
"209865_at",-1.14568953216795,5.72898350718288,-5.60421909377573,1.55303116041881e-06,6.02733016736058e-05
"266_s_at",-2.90588417294812,9.08299209927891,-5.60263968511833,1.56107972647136e-06,6.04803009853955e-05
"200859_x_at",1.20450153852713,10.4255522352897,5.5971653603601,1.58929928017298e-06,6.13601734218606e-05
"209841_s_at",1.09295249257426,5.01447769535517,5.59609930212482,1.5948534838128e-06,6.14680814167782e-05
"207876_s_at",1.07200046752799,7.37630125001939,5.59285109396236,1.61189618003694e-06,6.20176359286404e-05
"202783_at",-1.09475338760404,6.93738210528964,-5.5914279336177,1.61942021607456e-06,6.2199696816367e-05
"204905_s_at",-1.1178007097859,7.86754155205831,-5.59088585182001,1.62229530677297e-06,6.22028787417924e-05
"204072_s_at",1.50247065367255,7.46961492794735,5.58938551081816,1.63027932743817e-06,6.2388176413621e-05
"202177_at",1.45594696286734,8.75440017081243,5.58881006502519,1.63335191214785e-06,6.2388176413621e-05
"202722_s_at",-1.19430181621372,7.68579505564166,-5.58840285331299,1.63552969545067e-06,6.2388176413621e-05
"212950_at",1.34184311512198,7.18106277083936,5.57930291248337,1.68495760578166e-06,6.39451457989744e-05
"201556_s_at",1.00529257595614,6.84264033889415,5.57419625298,1.71334367930338e-06,6.45823301926252e-05
"204035_at",2.26728133960369,4.75357413475488,5.57229275085839,1.72404589667928e-06,6.4875963581629e-05
"217848_s_at",-1.2722846818066,10.8943748524875,-5.57006430796035,1.73665961969119e-06,6.51024634283196e-05
"215506_s_at",2.77694448364496,6.40957935424989,5.5694073752055,1.74039557428593e-06,6.51024634283196e-05
"209543_s_at",1.17878594985046,7.92452278417977,5.56884017743578,1.74362764249444e-06,6.51024634283196e-05
"203358_s_at",-1.86824684319085,6.26554283733342,-5.56869251209862,1.74447006477634e-06,6.51024634283196e-05
"212472_at",1.34113255581564,7.13543269533896,5.56706472422673,1.75378338731866e-06,6.52237604662735e-05
"207177_at",1.22308871359449,5.46326339360744,5.56576749228564,1.76124086380631e-06,6.53919378716885e-05
"203744_at",-1.30415396690949,8.15162317163202,-5.56340050275122,1.7749295371741e-06,6.57563361990041e-05
"219002_at",-1.12819364702491,7.3863952052351,-5.56305113312282,1.77695894383447e-06,6.57563361990041e-05
"210198_s_at",1.97259082743053,4.38391408738414,5.56160927694159,1.78535880815311e-06,6.59576089041903e-05
"208146_s_at",1.3906060176932,7.18504815425503,5.5573546129577,1.81037635350614e-06,6.66607504579444e-05
"218319_at",-1.11551643415869,7.81529403399827,-5.55459319756179,1.8267999185268e-06,6.70650528791426e-05
"63305_at",1.34708053512185,6.7918952144548,5.55449654580992,1.82737743401892e-06,6.70650528791426e-05
"215617_at",1.12147342254719,4.32825120248084,5.55367237156677,1.83230944191561e-06,6.71141737625485e-05
"201940_at",-1.12563090238601,7.25323052450012,-5.55218698978727,1.84123170634941e-06,6.72411782333538e-05
"221245_s_at",-1.96858936423167,7.09455289091615,-5.54764092145914,1.86880814561647e-06,6.80252272220556e-05
"210559_s_at",-2.49084383648912,6.92766160677802,-5.54686662575008,1.87354580977315e-06,6.80746689291089e-05
"204683_at",1.19044129008642,6.88759207189808,5.5464209654602,1.87627807705135e-06,6.80746689291089e-05
"220030_at",-1.58223595112495,4.53393725064971,-5.54349462527886,1.89431771811971e-06,6.85060321534947e-05
"205738_s_at",1.54734266402882,6.33864670604566,5.5376635764892,1.93077976219673e-06,6.95986743729069e-05
"217967_s_at",1.89696295513449,7.3451312668374,5.5355997820387,1.94385144845464e-06,6.99566699793604e-05
"1598_g_at",1.23729578613481,10.0894368891009,5.5297875554844,1.98114003520692e-06,7.11836396198459e-05
"210869_s_at",1.60195239101967,7.95124870696048,5.51873624642886,2.05401395612179e-06,7.34466595514046e-05
"200606_at",-1.5696099694695,8.97498306560433,-5.51730908631617,2.06361720777994e-06,7.36717957335156e-05
"212886_at",1.4115736649579,6.95794821013664,5.51268573634545,2.09503511534566e-06,7.42539566712172e-05
"220173_at",-1.37287324972992,6.4162196393852,-5.51191195299734,2.10033962941082e-06,7.42539566712172e-05
"218248_at",-1.10670730033185,8.10522068564485,-5.50563681344092,2.1438539458445e-06,7.52104477977606e-05
"205752_s_at",1.69764691979787,7.75762111475554,5.50425764261729,2.15353720769931e-06,7.54313653709396e-05
"219395_at",-1.18146755920351,6.69205749757555,-5.50242762277176,2.16645309858728e-06,7.57646399956498e-05
"217767_at",2.86203711253533,10.9935356860552,5.49576055764508,2.21416281445916e-06,7.73117633506374e-05
"211343_s_at",1.54240592472326,5.02197219815939,5.49446350117419,2.2235652848819e-06,7.75185662774868e-05
"222033_s_at",1.01159755002236,6.6126711036845,5.48937288463209,2.26085288307815e-06,7.8672980147578e-05
"219757_s_at",-1.35699224339228,7.51408014214754,-5.48873018381451,2.26560451092761e-06,7.8672980147578e-05
"201745_at",-1.29400751460249,8.01996478213227,-5.48685022413629,2.27956054788625e-06,7.89763146582611e-05
"214844_s_at",1.72340591070823,6.76527795244434,5.47777308468476,2.34815762558765e-06,8.09750888935235e-05
"219282_s_at",1.35844371913627,6.68164009089377,5.47444456844842,2.37382267585332e-06,8.17336132148137e-05
"205699_at",-1.6947877866421,5.08590548300623,-5.47180553619155,2.39436942173442e-06,8.23138389012e-05
"204829_s_at",1.05251813391259,7.52273568413291,5.46921724483986,2.4146928479146e-06,8.28180860092066e-05
"213307_at",-1.7413846033378,5.44682963315704,-5.46899164064982,2.4164724112755e-06,8.28180860092066e-05
"203052_at",1.14789392614681,7.19775298912659,5.46561168779497,2.44329007091023e-06,8.32250350300722e-05
