"probe_id","gene_symbol","logFC","AveExpr","t","P.Value","adj.P.Val"
"218192_at","IP6K2",0.800902905666666,8.70896253309091,6.19749007087681,3.2458392771834e-06,0.000324249155057464
"212634_at","UFL1",-2.04772287308334,6.79264825845455,-6.18952834456406,3.3056163834101e-06,0.000326977659501859
"205574_x_at","BMP1",1.92191650654167,6.80476450195455,6.18672040342186,3.32696607867029e-06,0.000326977659501859
"208637_x_at","ACTN1",1.29151441008333,10.2906166153182,6.18613652689518,3.33142316049621e-06,0.000326977659501859
"203136_at","RABAC1",1.247300323,10.646643171,6.18607885347762,3.33186374767348e-06,0.000326977659501859
"209475_at","USP15",-1.36069926120834,6.01485034236364,-6.18410898274224,3.34694809515361e-06,0.00032701738033218
"208137_x_at","ZNF611",-1.06542472104167,7.72734351418182,-6.17643264147439,3.40639924585531e-06,0.0003313727336241
"212878_s_at","KLC1",0.841442303791662,7.89870343231818,6.17330870452088,3.4309013705529e-06,0.000332305173181769
"201730_s_at","TPR",-2.23571859633334,9.28624251459091,-6.16985035717097,3.45823663380243e-06,0.000332307134420765
"213957_s_at","CEP350",-1.73690864433333,6.11786864345455,-6.16921795002812,3.46325929950416e-06,0.000332307134420765
"212176_at","PNISR",-1.96608059945834,8.15300809690909,-6.16765897533739,3.47567277102115e-06,0.000332307134420765
"202246_s_at","CDK4",1.38970672729167,10.3251115790909,6.1626887005364,3.51555355801039e-06,0.000333320094393756
"204909_at","DDX6",-1.31003881045833,4.41694798436364,-6.16248451034154,3.51720192003885e-06,0.000333320094393756
