"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","likely_gene_overlap_artifact"
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","43/1448","181/9416",0.237569060773481,1.54485516315131,3.1551621881597,0.00188323079908396,0.0127480238707222,0.0103658922687301,"PPP3R1/FCGR2C/C3/IL1A/HLA-DRB1/BAX/RAB5A/BCL10/HLA-DRB3/BAD/LSP1/HSPD1/SPHK1/HLA-DRB5/FCGR2B/HLA-DRA/CAMK2G/CALM2/MAPK12/RIPK2/HLA-DPB1/ARHGEF12/RELA/HLA-DRB4/MAPK8/HLA-DQB1/TGFB3/CASP3/ATP6AP1/IL6/MALT1/CALM3/MRC2/NOD2/TGFB1/TNFRSF1A/CREB1/HLA-DPA1/EEA1/CD209/AKT1/CD74/CYCS",43,TRUE
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","29/1448","110/9416",0.263636363636364,1.71436464088398,3.2125844203754,0.00194825898473307,0.0129393804269065,0.01052149140052,"BMP6/BMP4/E2F5/MICOS10-NBL1/ROCK1/BAMBI/CHRD/SMURF2/EMP3/FST/SMAD5/RPS6KB1/FMOD/INHBA/SMAD9/LEFTY2/HDAC2/GREM1/ZFYVE16/TGFB3/TFRC/NBL1/LTBP1/RBL1/TGFB1/LRRC32/BMPR1A/DCN/THBS1",29,FALSE
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","38/1448","157/9416",0.24203821656051,1.57391702150121,3.09126808394473,0.00237258250813423,0.0154657230159861,0.0125757545065413,"GLI2/APC/BMP6/BMP4/YWHAB/FZD4/DLG1/PATJ/TCF7L1/WNT5A/CCND1/PRKCI/WWC1/MOB1A/YWHAZ/WNT4/PPP1CB/TGFB3/CTNNA2/WNT2B/FZD5/WNT6/DVL3/SERPINE1/TGFB1/BMPR1A/CCND2/LLGL2/CCN2/TEAD3/ACTB/TEAD1/CCND3/FZD2/BIRC3/FZD7/BIRC2/FZD6",38,FALSE
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","24/1448","87/9416",0.275862068965517,1.79386549819013,3.17109160468595,0.00241708685111838,0.0154693558471576,0.0125787084966606,"PIK3R1/APC/BAX/TCF7L1/KRAS/BAD/CCND1/PIK3CA/MSH2/GADD45G/GADD45B/RPS6KB1/FOS/SOS2/MAPK8/TGFB3/CASP3/TGFB1/RALA/APPL1/CDKN1A/AKT1/SOS1/CYCS",24,FALSE
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","34/1448","137/9416",0.248175182481752,1.61382425293382,3.08513036699413,0.00253650045035818,0.0159437171165371,0.0129644292848166,"PIK3R1/CHUK/FAS/LMNB1/BAX/ITPR1/PTPN13/KRAS/CTSZ/BAD/PIK3CA/GADD45G/GADD45B/SEPTIN4/SPTAN1/FOS/CTSF/CTSK/ITPR2/RELA/MAPK8/CASP3/LMNA/EIF2AK3/TNFRSF1A/NGF/ACTB/XIAP/BIRC3/AKT1/BIRC2/ATM/PARP4/CYCS",34,FALSE
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","52/1448","232/9416",0.224137931034483,1.45751571727948,3.00783392600046,0.00263327679153033,0.016261639133661,0.0132229434994732,"FGF9/PIK3R1/APC/ARHGEF4/ITGA8/CXCL12/ACTN1/MYLK/C7/ROCK1/MSN/ITGA7/PIP5K1B/KRAS/RRAS/IQGAP1/ARPC4/ARPC3/PIK3CA/ITGA5/PPP1R12B/ITGA6/ACTR3/ITGAV/IQGAP2/CRK/SOS2/PPP1CB/PAK5/ARHGEF12/MYH11/PDGFB/PPP1R12A/WASF2/PDGFA/PIKFYVE/ITGA4/NCKAP1/CXCR4/GSN/MYL9/EZR/ACTB/ITGB8/DIAPH2/ACTR2/AKT1/PDGFRB/FGFR1/SOS1/RDX/MYH9",52,FALSE
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","37/1448","154/9416",0.24025974025974,1.56235201262826,2.9994111824707,0.00307441767516576,0.0186585348561784,0.0151719485445656,"ADCY3/GNAI3/CREB5/ADCY7/AGTR1/ACTC1/TPM1/CACNA1C/ATP2B1/PPP1R1A/PLN/PPP2R5C/CAMK2G/CALM2/PPP2R5E/MAPK12/PPP2R3C/POPDC2/PPP1CB/PLCB1/SCN1B/CREB3/ATP2A3/AGT/ATP1B2/CALM3/PLCB4/CACNA2D2/ATF2/CREB1/ADCY9/RPS6KA5/POPDC3/CACNB3/AKT1/ATP1A2/TPM2",37,FALSE
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","28/1448","109/9416",0.256880733944954,1.67043438592934,3.00112754665327,0.00346490460933372,0.0206719732624656,0.0168091501862435,"PIK3R1/GFPT2/GFPT1/CREB5/ACACB/SLC27A2/PRKCQ/PYGB/PIK3CA/OGT/RPS6KB1/OGA/PPP1CB/SLC27A3/PTPRF/NOS3/RELA/PRKAB2/MAPK8/CREB3/AGT/IL6/PTPN11/TNFRSF1A/CREB1/SOCS3/AKT1/PYGM",28,FALSE
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","21/1448","75/9416",0.28,1.82077348066298,3.04212490756953,0.00362043384764746,0.0212398785728651,0.0172709351127654,"CCNE2/ATR/FAS/RRM2/BAX/PERP/CCND1/GADD45G/GADD45B/CDK4/SIAH1/CASP3/SERPINE1/CCNG1/CCND2/THBS1/CDK1/CDKN1A/CCND3/ATM/CYCS",21,FALSE
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","32/1448","130/9416",0.246153846153846,1.60067998300043,2.93981686282271,0.00382227116843923,0.0220563844473871,0.0179348664026588,"PIK3R1/ADCY3/GNAI3/CREB5/ADCY7/GNG7/KRAS/PIK3CA/VEGFD/VEGFB/FOS/MAPK12/SOS2/PLCB1/NOS3/RELA/MAPK8/CREB3/PLCB4/COL4A2/ACTA2/COL4A4/COL4A1/TGFB1/ATF2/MMP2/CREB1/ADCY9/COL1A2/COL1A1/AKT1/SOS1",32,FALSE
"Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","25/1448","95/9416",0.263157894736842,1.7112532712998,2.97012416984942,0.00395973705248781,0.0223050924156512,0.0181371001003319,"CSF1/CXCL12/IL1A/HLA-DRB1/ATP6V1C1/ATP6V1D/HLA-DRB3/HLA-DRB5/ATP6V1F/HLA-DRA/FOS/HLA-DPB1/CTSK/TEK/HLA-DRB4/HLA-DQB1/TGFB3/ATP6AP1/IL6/ATP6V1A/TGFB1/IL15/ICAM1/FLT1/HLA-DPA1",25,TRUE
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","27/1448","105/9416",0.257142857142857,1.67213891081294,2.95240073309625,0.00399210460848302,0.0223050924156512,0.0181371001003319,"ADCY3/ITGA8/ADCY7/ACTC1/ITGA7/SGCG/TPM1/CACNA1C/ITGA5/PLN/ITGA6/ITGAV/SNTA1/TGFB3/ATP2A3/AGT/LMNA/SGCA/ITGA4/TGFB1/CACNA2D2/ADCY9/ACTB/ITGB8/CACNB3/DES/TPM2",27,FALSE
"Cellular Processes","Transport and catabolism","hsa04145","Phagocytosis","56/1448","259/9416",0.216216216216216,1.40600268777064,2.82437243326892,0.00423202004876092,0.0228630354703261,0.0185907843462587,"PIK3R1/HLA-B/ATG5/HLA-E/TUBB2B/VAMP2/FCGR2C/C3/HLA-DRB1/RAB5A/ATP6V1C1/STX18/SCARB1/BPI/ACTR1A/ATP6V1D/HLA-DRB3/COLEC12/PIK3CA/ITGA5/HLA-DRB5/FCGR2B/ATP6V1F/TAP2/HLA-DRA/ATG3/DNM1/FCN1/DYNC1I1/TUBB6/ITGAV/HLA-DPB1/NCF1/CTSK/DYNLT3/NCF4/HLA-DRB4/DYNC2LI1/HLA-DQB1/ATP6AP1/ATP6V1A/COMP/PIKFYVE/GAPVD1/MRC2/THBS4/CTSG/RAB27A/THBS2/HLA-DPA1/DCTN1/THBS1/ACTB/EEA1/ATG12/CD209",56,FALSE
"Human Diseases","Infectious disease: viral","hsa05162","Measles","33/1448","136/9416",0.242647058823529,1.57787617809555,2.89367690625774,0.00425014950609031,0.0228630354703261,0.0185907843462587,"PIK3R1/CCNE2/CHUK/FAS/IL1A/MSN/BAX/MX1/BAD/CCND1/PIK3CA/MAP3K7/FCGR2B/CD46/TBK1/FOS/CDK4/TNFAIP3/RELA/MAPK8/EIF2AK2/CASP3/IL6/CCND2/STAT5B/IFIH1/RIGI/CCND3/OAS1/CD209/AKT1/MX2/CYCS",33,TRUE
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","41/1448","178/9416",0.230337078651685,1.49782730150847,2.85837702738709,0.00428681915068614,0.0228630354703261,0.0185907843462587,"APC/CELSR1/PPP3R1/SFRP1/FZD4/WIF1/FRZB/FRAT1/BAMBI/TCF7L1/ROR2/WNT5A/CCN4/CCND1/MAP3K7/SERPINF1/CACYBP/CTBP2/LGR4/CAMK2G/WNT4/PLCB1/NLK/SIAH1/MAPK8/WNT2B/FZD5/CSNK1A1/WNT6/PLCB4/DVL3/CCND2/NFATC1/TLE3/SIRT1/CCND3/FZD2/FZD7/DAAM1/TLE2/FZD6",41,FALSE
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","46/1448","205/9416",0.224390243902439,1.45915644791807,2.83337467132923,0.0043985381099365,0.0230738917089876,0.0187622393950036,"PIK3R1/EGR2/HLA-B/EGR3/HLA-E/CCNE2/YWHAB/CCNA2/HDAC5/CREB5/ACTN1/C3/DLG1/BAX/UBE3A/RBL2/KRAS/DDX3X/BAD/CCND1/PIK3CA/GTF2H2/YWHAZ/SRF/REL/RB1/CDK4/GTF2H2C/HDAC2/RELA/CREB3/EIF2AK2/IL6ST/CASP3/GTF2H2C_2/RBL1/KAT2B/GSN/MAD1L1/CCND2/STAT5B/ATF2/CREB1/CDK1/CDKN1A/CCND3",46,FALSE
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","23/1448","86/9416",0.267441860465116,1.73911088269305,2.93520055617201,0.00450084449208654,0.0230738917089876,0.0187622393950036,"ITGA8/ITGA7/TCF7L1/SGCG/CACNA1C/ITGA5/DSG2/ITGA6/ITGAV/DSP/SNTA1/PKP2/CTNNA2/ATP2A3/LMNA/SGCA/ITGA4/DSC2/CACNA2D2/ACTB/ITGB8/CACNB3/DES",23,FALSE
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","29/1448","116/9416",0.25,1.62569060773481,2.89045981922394,0.00452300718159133,0.0230738917089876,0.0187622393950036,"PIK3R1/CXCL12/GNAI3/ACTN1/CDH5/JAM3/ROCK1/MSN/OCLN/CLDN8/THY1/CLDN5/JAM2/PIK3CA/CLDN7/MAPK12/NCF1/NCF4/ARHGAP5/CTNNA2/ITGA4/CXCR4/MYL9/PTPN11/MMP2/ICAM1/EZR/ACTB/PECAM1",29,FALSE
"Human Diseases","Endocrine and metabolic disease","hsa04940","Type I diabetes mellitus","14/1448","44/9416",0.318181818181818,2.06906077348066,3.02992845107398,0.00476507896537048,0.0239615399401487,0.0194840191806436,"HLA-B/HLA-E/FAS/IL1A/HLA-DRB1/HLA-DRB3/HSPD1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DRB4/HLA-DQB1/CPE/HLA-DPA1",14,FALSE
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","45/1448","201/9416",0.223880597014925,1.4558423352849,2.78474091730587,0.00502956111487259,0.0248211401105394,0.020182992045051,"HPGD/MLLT3/CSF1R/CCNA2/PLAT/PLAU/NGFR/BAX/BMP2K/PAX8/MLF1/SS18L1/TFE3/EWSR1/CCNT2/DDX5/RARA/GADD45G/GADD45B/KDM6A/KMT2A/MAF/REL/NUPR1/TAF15/HDAC2/TSPAN7/RELA/NR4A3/IL6/CD40/PDGFA/PBX3/MEF2C/JMJD1C/CCND2/PBX1/FLT1/PML/CDKN1A/LYL1/BIRC3/FUS/BIRC2/ATM",45,FALSE
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","30/1448","122/9416",0.245901639344262,1.59903994203424,2.83892645819677,0.0050770513862467,0.0248211401105394,0.020182992045051,"PIK3R1/ADCY3/SOCS1/GNAI3/CREB5/ADCY7/ITPR1/KRAS/MAP3K1/PIK3CA/CACNA1C/GHR/FOS/MAPK12/CRK/SOS2/PLCB1/ITPR2/MAPK8/CREB3/PLCB4/MAP2K6/JUNB/STAT5B/ATF2/CREB1/ADCY9/SOCS3/AKT1/SOS1",30,FALSE
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","18/1448","63/9416",0.285714285714286,1.85793212312549,2.91251061687691,0.00539851205943054,0.0260311814372541,0.0211669216454845,"GLI2/APC/BMP4/FZD4/BAX/TCF7L1/WNT5A/GADD45G/GADD45B/WNT4/WNT2B/FZD5/WNT6/DVL3/CDKN1A/FZD2/FZD7/FZD6",18,FALSE
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","15/1448","50/9416",0.3,1.95082872928177,2.87362439137691,0.00654081181317465,0.0311130507869929,0.0252991785927073,"SELP/ACKR1/TGFB3/IL6/CD40/COMP/TGFB1/THBS4/ICAM1/THBS2/THBS1/LRP1/GYPC/PECAM1/HGF",15,TRUE
